TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE,FILE_YM,CATEGORY,CHNNEL_NM_NORM,DATE
거제,202509,커뮤니티,2.0,,,,4.3,217.0,섬,34.8931951,128.6091247,경상남도 거제시 장평동 7-9,경상남도,거제시,1772561.0,2039775.0,-13.1,22227005.0,20506227.0,1720778.0,202509,KFOOD,커뮤니티,2025-09-01
올림픽체조경기장,202509,커뮤니티,1.0,,,,4.3,1427.0,체조경기장,37.5191503,127.1273644,서울 송파구 올림픽로 424,서울특별시,송파구,11173921.0,10322949.0,8.2,308353819.0,274847021.0,33506798.0,202509,KFOOD,커뮤니티,2025-09-01
광화문,202509,커뮤니티,2.0,,1.0,-1.0,4.5,13566.0,역사적 명소,37.572389,126.9769117,서울특별시 종로구 세종대로 172,서울특별시,종로구,13168417.0,11367321.0,15.8,251204859.0,206053396.0,45151463.0,202509,KFOOD,커뮤니티,2025-09-01
남산,202509,커뮤니티,4.0,,2.0,-1.0,4.7,692.0,산봉우리,37.5537586,126.9809696,서울특별시 중구 회현동1가 100-166,서울특별시,중구,13255487.0,11719155.0,13.1,845881789.0,612421734.0,233460055.0,202509,KFOOD,커뮤니티,2025-09-01
논현,202509,커뮤니티,1.0,,,,3.7,41.0,수입업체,37.5136787,127.0317124,서울특별시 강남구 논현동 207-3,서울특별시,강남구,19706326.0,16899246.0,16.6,753167390.0,518494937.0,234672453.0,202509,KFOOD,커뮤니티,2025-09-01
홍대역,202509,커뮤니티,7.0,2.0,,1.0,4.5,8653.0,관광 명소,37.557527,126.9244669,서울특별시 홍대입구역,서울특별시,마포구,10992054.0,10072853.0,9.1,247439141.0,179889107.0,67550034.0,202509,KFOOD,커뮤니티,2025-09-01
국립중앙박물관,202509,커뮤니티,4.0,1.0,3.0,-0.7,4.7,27220.0,국립박물관,37.5238506,126.9804702,서울특별시 용산구 서빙고로 137,서울특별시,용산구,10208618.0,8756051.0,16.6,187345672.0,154643306.0,32702366.0,202509,KFOOD,커뮤니티,2025-09-01
인천국제공항,202509,커뮤니티,18.0,7.0,5.0,0.4,4.5,32299.0,국제공항,37.458666,126.4419679,인천광역시 중구 공항로 272 인천국제공항 (ICN),인천광역시,중구,8452741.0,8885915.0,-4.9,267043986.0,199860666.0,67183320.0,202509,KFOOD,커뮤니티,2025-09-01
가로수길,202509,커뮤니티,1.0,,1.0,-1.0,4.2,275.0,관광 명소,37.5210566,127.0228686,서울특별시 강남구 신사동 667-13,서울특별시,강남구,19706326.0,16899246.0,16.6,753167390.0,518494937.0,234672453.0,202509,KFOOD,커뮤니티,2025-09-01
제주공항,202509,커뮤니티,1.0,,,,4.4,19511.0,국제 공항,33.5071,126.4934,제주특별자치도 제주시 특별자치도 공항로 2,제주특별자치도,제주시,4997895.0,4852711.0,3.0,180347557.0,151730684.0,28616873.0,202509,KFOOD,커뮤니티,2025-09-01
석굴암,202509,커뮤니티,1.0,,,,4.4,7584.0,불교사찰,35.7948755,129.3492072,경상북도 경주시 석굴로 238,경상북도,경주시,3843833.0,4203272.0,-8.6,78175638.0,75739880.0,2435758.0,202509,KFOOD,커뮤니티,2025-09-01
서울드래곤시티,202509,커뮤니티,1.0,1.0,,1.0,4.3,4597.0,5성급 호텔,37.5319199,126.9624425,서울특별시 용산구 청파로20길 95 스카이킹덤 31F,서울특별시,용산구,10208618.0,8756051.0,16.6,187345672.0,154643306.0,32702366.0,202509,KFOOD,커뮤니티,2025-09-01
창덕궁,202509,커뮤니티,1.0,,,,4.6,13334.0,문화적 랜드마크,37.5794309,126.9910426,서울특별시 종로구 율곡로 99,서울특별시,종로구,13168417.0,11367321.0,15.8,251204859.0,206053396.0,45151463.0,202509,KFOOD,커뮤니티,2025-09-01
서울대학교,202509,커뮤니티,8.0,,1.0,-1.0,4.4,2057.0,공립대학교,37.4648267,126.9571988,서울특별시 관악구 관악로,서울특별시,관악구,5949744.0,5465222.0,8.9,71989221.0,70126848.0,1862373.0,202509,KFOOD,커뮤니티,2025-09-01
성수동,202509,커뮤니티,6.0,3.0,1.0,2.0,4.5,30.0,관광 명소,37.5406846,127.0566319,서울특별시 성동구 성수동2가 315-4,서울특별시,성동구,7151382.0,5667382.0,26.2,137598397.0,102363377.0,35235020.0,202509,KFOOD,커뮤니티,2025-09-01
광안리해수욕장,202509,커뮤니티,1.0,,1.0,-1.0,4.7,1521.0,해변,35.1531,129.1186,부산 수영구 광안해변로 219,부산광역시,수영구,3434861.0,3206304.0,7.1,39338027.0,36463185.0,2874842.0,202509,KFOOD,커뮤니티,2025-09-01
울산대공원,202509,커뮤니티,1.0,,,,4.4,3526.0,테마파크,35.530972,129.2939697,울산광역시 남구 대공원로 94 울산대공원,울산광역시,남구,4170362.0,3765321.0,10.8,88000404.0,86788597.0,1211807.0,202509,KFOOD,커뮤니티,2025-09-01
삼청동길,202509,커뮤니티,2.0,,2.0,-1.0,4.3,2114.0,관광 명소,37.5837936,126.9819183,서울특별시 종로구 삼청동 63-40,서울특별시,종로구,13168417.0,11367321.0,15.8,251204859.0,206053396.0,45151463.0,202509,KFOOD,커뮤니티,2025-09-01
불국사,202509,커뮤니티,1.0,,,,4.6,17133.0,불교사찰,35.7901973,129.3320806,경상북도 경주시 불국로 385,경상북도,경주시,3843833.0,4203272.0,-8.6,78175638.0,75739880.0,2435758.0,202509,KFOOD,커뮤니티,2025-09-01
세빛둥둥섬,202509,커뮤니티,2.0,,,,4.2,181.0,섬,37.35957,127.10539,서울시 서초구 올림픽대로,서울특별시,서초구,16697453.0,13846815.0,20.6,498958933.0,439609381.0,59349552.0,202509,KFOOD,커뮤니티,2025-09-01
가락시장,202509,커뮤니티,1.0,,,,4.0,7820.0,시장,37.4933411,127.1097998,서울특별시 송파구 양재대로 932,서울특별시,송파구,11173921.0,10322949.0,8.2,308353819.0,274847021.0,33506798.0,202509,KFOOD,커뮤니티,2025-09-01
북촌한옥마을,202509,커뮤니티,3.0,1.0,2.0,-0.5,4.4,23166.0,명소,37.5814696,126.9849519,서울특별시 종로구 가회동 30-9,서울특별시,종로구,13168417.0,11367321.0,15.8,251204859.0,206053396.0,45151463.0,202509,KFOOD,커뮤니티,2025-09-01
경복궁,202509,커뮤니티,2.0,,,,4.6,45124.0,문화적 랜드마크,37.579617,126.977041,서울특별시 종로구 사직로 161,서울특별시,종로구,13168417.0,11367321.0,15.8,251204859.0,206053396.0,45151463.0,202509,KFOOD,커뮤니티,2025-09-01
잠실 야구 경기장,202509,커뮤니티,2.0,,1.0,-1.0,4.4,10173.0,야구장,37.5120673,127.071827,서울특별시 송파구 올림픽로 19-2,서울특별시,송파구,11173921.0,10322949.0,8.2,308353819.0,274847021.0,33506798.0,202509,KFOOD,커뮤니티,2025-09-01
동대문,202509,커뮤니티,15.0,,2.0,-1.0,4.4,7693.0,역사적 명소,37.5819561,127.054846,서울특별시 동대문구 전농동 141-189,서울특별시,동대문구,5424209.0,5073967.0,6.9,94497715.0,89880830.0,4616885.0,202509,KFOOD,커뮤니티,2025-09-01
강남,202509,커뮤니티,33.0,5.0,5.0,,4.1,599.0,관광 명소,37.4966645,127.0629804,서울특별시 강남구 남부순환로 2949-2,서울특별시,강남구,19706326.0,16899246.0,16.6,753167390.0,518494937.0,234672453.0,202509,KFOOD,커뮤니티,2025-09-01
경동시장,202509,커뮤니티,1.0,,1.0,-1.0,4.1,10851.0,시장,37.57973,127.03854,서울특별시 동대문구 제기동 1035,서울특별시,동대문구,5424209.0,5073967.0,6.9,94497715.0,89880830.0,4616885.0,202509,KFOOD,커뮤니티,2025-09-01
롯데월드,202509,커뮤니티,2.0,,,,4.3,47749.0,테마파크,37.5111158,127.098167,서울특별시 송파구 송파대로 521,서울특별시,송파구,11173921.0,10322949.0,8.2,308353819.0,274847021.0,33506798.0,202509,KFOOD,커뮤니티,2025-09-01
포항공대,202509,커뮤니티,6.0,,,,4.7,299.0,공과대학교,36.0138857,129.3231836,경상북도 포항시 남구 청암로 77,경상북도,포항시 남구,2472886.0,2585758.0,-4.4,36115435.0,35714839.0,400596.0,202509,KFOOD,커뮤니티,2025-09-01
숭례문,202509,커뮤니티,1.0,,,,4.5,850.0,역사적 명소,37.559984,126.9753071,서울특별시 중구 남대문로4가 29,서울특별시,중구,13255487.0,11719155.0,13.1,845881789.0,612421734.0,233460055.0,202509,KFOOD,커뮤니티,2025-09-01
안동 하회마을,202509,커뮤니티,1.0,,,,4.2,6970.0,관광 명소,36.5494088,128.5271269,경상북도 안동시 풍천면 하회리 279번지,경상북도,안동시,1568602.0,1788619.0,-12.3,23740589.0,23424332.0,316257.0,202509,KFOOD,커뮤니티,2025-09-01
포항 호미곶,202509,커뮤니티,2.0,,,,4.4,4881.0,관광 명소,36.0742,129.5666,경상북도 포항시 남구 호미곶면 해맞이로 136,경상북도,포항시 남구,2472886.0,2585758.0,-4.4,36115435.0,35714839.0,400596.0,202509,KFOOD,커뮤니티,2025-09-01
명동,202509,커뮤니티,42.0,23.0,5.0,3.6,4.4,25391.0,관광 명소,37.55998,126.9858296,서울특별시 중구 남산동2가 10-4,서울특별시,중구,13255487.0,11719155.0,13.1,845881789.0,612421734.0,233460055.0,202509,KFOOD,커뮤니티,2025-09-01
N서울타워,202509,커뮤니티,2.0,,,,4.5,64946.0,관광 명소,37.5511694,126.9882266,서울특별시 용산구 남산공원길 105,서울특별시,용산구,10208618.0,8756051.0,16.6,187345672.0,154643306.0,32702366.0,202509,KFOOD,커뮤니티,2025-09-01
통인시장,202509,커뮤니티,1.0,,,,3.8,7543.0,시장,37.5807649,126.9706756,서울특별시 종로구 자하문로15길 18,서울특별시,종로구,13168417.0,11367321.0,15.8,251204859.0,206053396.0,45151463.0,202509,KFOOD,커뮤니티,2025-09-01
송도해수욕장,202509,커뮤니티,3.0,,,,4.4,433.0,해변,35.0754546,129.016761,부산광역시 서구 암남동 356-6,부산광역시,서구,1894921.0,1813014.0,4.5,13562552.0,12071691.0,1490861.0,202509,KFOOD,커뮤니티,2025-09-01
코엑스몰,202509,커뮤니티,5.0,1.0,,1.0,4.3,24288.0,쇼핑몰,37.5113686,127.0595931,서울특별시 영동대로 513,서울특별시,강남구,19706326.0,16899246.0,16.6,753167390.0,518494937.0,234672453.0,202509,KFOOD,커뮤니티,2025-09-01
무안국제공항,202509,커뮤니티,6.0,2.0,,1.0,3.9,263.0,국제 공항,34.9935,126.3878,전라남도 무안군 망운면 공항로 970-260,전라남도,무안군,1448198.0,1508748.0,-4.0,19674008.0,19573448.0,100560.0,202509,KFOOD,커뮤니티,2025-09-01
광장시장,202509,커뮤니티,4.0,1.0,,1.0,4.2,43529.0,재래시장,37.5700398,126.9996036,서울특별시 예지동 2-1번지 1층 종로구 서울특별시 KR,서울특별시,종로구,13168417.0,11367321.0,15.8,251204859.0,206053396.0,45151463.0,202509,KFOOD,커뮤니티,2025-09-01
이태원,202509,커뮤니티,4.0,,,,4.3,290.0,관광 명소,37.5385051,126.9925224,서울특별시 용산구 이태원동 213-4,서울특별시,용산구,10208618.0,8756051.0,16.6,187345672.0,154643306.0,32702366.0,202509,KFOOD,커뮤니티,2025-09-01
황리단길,202510,기타,1.0,1.0,,1.0,4.2,7496.0,관광 명소,35.8376609,129.209724,경상북도 경주시 황남동 포석로 일대,경상북도,경주시,5318425.0,8374960.0,-36.5,101485963.0,97025213.0,4460750.0,202510,KFOOD,기타,2025-10-01
불국사,202510,기타,3.0,3.0,,1.0,4.6,17275.0,불교사찰,35.7901973,129.3320806,경상북도 경주시 불국로 385,경상북도,경주시,5318425.0,8374960.0,-36.5,101485963.0,97025213.0,4460750.0,202510,KFOOD,기타,2025-10-01
서울신라호텔,202510,네이버카페,2.0,,,,4.6,7396.0,5성급 호텔,37.5559034,127.0052509,서울특별시 중구 동호로 249,서울특별시,중구,12949212.0,27056911.0,-52.1,857072916.0,619078971.0,237993945.0,202510,KFOOD,네이버카페,2025-10-01
영종도,202510,네이버카페,1.0,,,,4.3,85.0,섬,37.5001,126.5358,인천 중구 운남동 671-3,인천광역시,중구,9845902.0,17788603.0,-44.7,301867908.0,236000807.0,65867101.0,202510,KFOOD,네이버카페,2025-10-01
롯데월드,202510,네이버카페,1.0,1.0,,1.0,4.3,47871.0,테마파크,37.5111158,127.098167,서울특별시 송파구 송파대로 521,서울특별시,송파구,11264603.0,21983100.0,-48.8,333601778.0,292633037.0,40968741.0,202510,KFOOD,네이버카페,2025-10-01
제주공항,202510,네이버카페,4.0,,,,4.4,19581.0,국제 공항,33.5071,126.4934,제주특별자치도 제주시 특별자치도 공항로 2,제주특별자치도,제주시,5894315.0,10256372.0,-42.5,199165457.0,168902084.0,30263373.0,202510,KFOOD,네이버카페,2025-10-01
서울드래곤시티,202510,네이버카페,1.0,,1.0,-1.0,4.3,4629.0,5성급 호텔,37.5319199,126.9624425,서울특별시 용산구 청파로20길 95 스카이킹덤 31F,서울특별시,용산구,10275024.0,19215434.0,-46.5,198570142.0,162194102.0,36376040.0,202510,KFOOD,네이버카페,2025-10-01
전주 한옥마을,202510,네이버카페,2.0,,,,4.1,28974.0,관광 명소,35.8175376,127.1520417,전북특별자치도 전주시 완산구 기린대로 99,전북특별자치도,전주시,4111306.0,6830978.0,-39.8,66934275.0,65319255.0,1615020.0,202510,KFOOD,네이버카페,2025-10-01
전쟁기념관,202510,네이버카페,1.0,,,,4.6,17815.0,전쟁 박물관,37.5366059,126.9771397,서울특별시 용산구 이태원로 29,서울특별시,용산구,10275024.0,19215434.0,-46.5,198570142.0,162194102.0,36376040.0,202510,KFOOD,네이버카페,2025-10-01
서울대학교,202510,네이버카페,28.0,,,,4.4,2054.0,공립대학교,37.4648267,126.9571988,서울특별시 관악구 관악로,서울특별시,관악구,5645840.0,11165056.0,-49.4,70730933.0,68858889.0,1872044.0,202510,KFOOD,네이버카페,2025-10-01
국립중앙박물관,202510,네이버카페,1.0,,1.0,-1.0,4.7,27418.0,국립박물관,37.5238506,126.9804702,서울특별시 용산구 서빙고로 137,서울특별시,용산구,10275024.0,19215434.0,-46.5,198570142.0,162194102.0,36376040.0,202510,KFOOD,네이버카페,2025-10-01
명동,202510,네이버카페,36.0,11.0,3.0,2.7,4.4,25562.0,관광 명소,37.55998,126.9858296,서울특별시 중구 남산동2가 10-4,서울특별시,중구,12949212.0,27056911.0,-52.1,857072916.0,619078971.0,237993945.0,202510,KFOOD,네이버카페,2025-10-01
신촌,202510,네이버카페,28.0,27.0,,1.0,4.7,1751.0,대학교,37.5650797,126.9399549,서울특별시 서대문구 연세로 50-1,서울특별시,서대문구,7344334.0,15233498.0,-51.8,87090672.0,75824657.0,11266015.0,202510,KFOOD,네이버카페,2025-10-01
인왕산,202510,네이버카페,5.0,,,,4.7,306.0,산봉우리,37.5849489,126.9593042,서울특별시 종로구 옥인동 산3-38,서울특별시,종로구,12867438.0,25958870.0,-50.4,254629108.0,201386601.0,53242507.0,202510,KFOOD,네이버카페,2025-10-01
땅끝마을,202510,네이버카페,2.0,,,,4.2,87.0,관광 명소,34.300253,126.526986,전라남도 해남군 송지면 송호리 550번지 땅끝황토테마촌,전라남도,해남군,1175461.0,1604946.0,-26.8,11395897.0,11308673.0,87224.0,202510,KFOOD,네이버카페,2025-10-01
인사동,202510,네이버카페,1.0,,1.0,-1.0,4.3,13396.0,관광 명소,37.5717174,126.9860732,서울특별시 종로구 인사동 153-10,서울특별시,종로구,12867438.0,25958870.0,-50.4,254629108.0,201386601.0,53242507.0,202510,KFOOD,네이버카페,2025-10-01
익선동,202510,네이버카페,3.0,,,,4.3,8037.0,명소,37.5743484,126.9897057,서울특별시 종로구 익선동 93,서울특별시,종로구,12867438.0,25958870.0,-50.4,254629108.0,201386601.0,53242507.0,202510,KFOOD,네이버카페,2025-10-01
보라매공원,202510,네이버카페,1.0,,,,4.5,7576.0,시티 공원,37.4932342,126.9197115,서울특별시 동작구 신대방동 395,서울특별시,동작구,6077718.0,10770032.0,-43.6,69838329.0,67972038.0,1866291.0,202510,KFOOD,네이버카페,2025-10-01
이태원,202510,네이버카페,9.0,,,,4.3,290.0,관광 명소,37.5385051,126.9925224,서울특별시 용산구 이태원동 213-4,서울특별시,용산구,10275024.0,19215434.0,-46.5,198570142.0,162194102.0,36376040.0,202510,KFOOD,네이버카페,2025-10-01
경복궁,202510,네이버카페,7.0,2.0,1.0,1.0,4.6,45501.0,문화적 랜드마크,37.579617,126.977041,서울특별시 종로구 사직로 161,서울특별시,종로구,12867438.0,25958870.0,-50.4,254629108.0,201386601.0,53242507.0,202510,KFOOD,네이버카페,2025-10-01
안동 하회마을,202510,네이버카페,1.0,,,,4.2,6998.0,관광 명소,36.5494088,128.5271269,경상북도 안동시 풍천면 하회리 279번지,경상북도,안동시,2029104.0,3085880.0,-34.2,31054082.0,30663479.0,390603.0,202510,KFOOD,네이버카페,2025-10-01
용인 에버랜드,202510,네이버카페,1.0,,,,4.5,63601.0,놀이공원,37.2939104,127.2025664,경기도 용인시 처인구 포곡읍 에버랜드로 199,경기도,용인시,5078710.0,9104571.0,-44.2,121655239.0,120251540.0,1403699.0,202510,KFOOD,네이버카페,2025-10-01
압구정동,202510,네이버카페,8.0,1.0,,1.0,4.3,256.0,관광 명소,37.5271478,127.0334517,서울특별시 강남구 신사동 언주로 861,서울특별시,강남구,17875764.0,38310404.0,-53.3,746191911.0,504641004.0,241550907.0,202510,KFOOD,네이버카페,2025-10-01
올림픽공원,202510,네이버카페,1.0,,,,4.6,2960.0,시티 공원,37.5206868,127.1214941,서울특별시 송파구 방이동 88-3,서울특별시,송파구,11264603.0,21983100.0,-48.8,333601778.0,292633037.0,40968741.0,202510,KFOOD,네이버카페,2025-10-01
인천국제공항,202510,네이버카페,19.0,,3.0,-1.0,4.5,32386.0,국제공항,37.458666,126.4419679,인천광역시 중구 공항로 272 인천국제공항 (ICN),인천광역시,중구,9845902.0,17788603.0,-44.7,301867908.0,236000807.0,65867101.0,202510,KFOOD,네이버카페,2025-10-01
등촌,202510,네이버카페,12.0,1.0,,1.0,4.1,1754.0,재래시장,37.5575223,126.8559611,서울특별시 강서구 등촌동 639-27,서울특별시,강서구,8305367.0,14460788.0,-42.6,280432780.0,268911753.0,11521027.0,202510,KFOOD,네이버카페,2025-10-01
세빛둥둥섬,202510,네이버카페,6.0,,,,4.2,181.0,섬,37.35957,127.10539,서울시 서초구 올림픽대로,서울특별시,서초구,15582298.0,30964744.0,-49.7,498876565.0,440196972.0,58679593.0,202510,KFOOD,네이버카페,2025-10-01
광화문,202510,네이버카페,9.0,,2.0,-1.0,4.5,13648.0,역사적 명소,37.572389,126.9769117,서울특별시 종로구 세종대로 172,서울특별시,종로구,12867438.0,25958870.0,-50.4,254629108.0,201386601.0,53242507.0,202510,KFOOD,네이버카페,2025-10-01
서울월드컵경기장,202510,네이버카페,1.0,1.0,,1.0,4.4,9372.0,경기장,37.5682617,126.8972735,서울특별시 마포구 월드컵로 240,서울특별시,마포구,10678738.0,21764504.0,-50.9,255431237.0,184102503.0,71328734.0,202510,KFOOD,네이버카페,2025-10-01
황리단길,202510,네이버카페,4.0,4.0,,1.0,4.2,7496.0,관광 명소,35.8376609,129.209724,경상북도 경주시 황남동 포석로 일대,경상북도,경주시,5318425.0,8374960.0,-36.5,101485963.0,97025213.0,4460750.0,202510,KFOOD,네이버카페,2025-10-01
홍대역,202510,네이버카페,7.0,1.0,1.0,,4.5,8776.0,관광 명소,37.557527,126.9244669,서울특별시 홍대입구역,서울특별시,마포구,10678738.0,21764504.0,-50.9,255431237.0,184102503.0,71328734.0,202510,KFOOD,네이버카페,2025-10-01
해파랑길,202510,네이버카페,4.0,,,,3.5,8.0,하이킹코스,36.0508889,129.5203889,경상북도 포항시 남구 동해면 발산리 산124 해파랑길,경상북도,포항시,2858068.0,4944744.0,-42.2,38863122.0,38464042.0,399080.0,202510,KFOOD,네이버카페,2025-10-01
남산골 한옥마을,202510,네이버카페,1.0,,,,4.4,10111.0,관광 명소,37.559315,126.994477,서울특별시 중구 퇴계로34길 28,서울특별시,중구,12949212.0,27056911.0,-52.1,857072916.0,619078971.0,237993945.0,202510,KFOOD,네이버카페,2025-10-01
해운대해수욕장,202510,네이버카페,2.0,,,,4.6,2585.0,해변,35.1719465,129.1741038,부산광역시 해운대구 좌동 998-11,부산광역시,해운대구,6571520.0,11370583.0,-42.2,241628240.0,206221747.0,35406493.0,202510,KFOOD,네이버카페,2025-10-01
김해공항,202510,네이버카페,5.0,,,,4.1,4644.0,국제 공항,37.5655,126.8013,서울특별시 강서구 하늘길 112,서울특별시,강서구,8305367.0,14460788.0,-42.6,280432780.0,268911753.0,11521027.0,202510,KFOOD,네이버카페,2025-10-01
논현,202510,네이버카페,1.0,,1.0,-1.0,3.7,41.0,수입업체,37.5136787,127.0317124,서울특별시 강남구 논현동 207-3,서울특별시,강남구,17875764.0,38310404.0,-53.3,746191911.0,504641004.0,241550907.0,202510,KFOOD,네이버카페,2025-10-01
한라산,202510,네이버카페,2.0,,,,4.7,801.0,산봉우리,33.3616666,126.5291666,제주특별자치도 제주시 오등동 산57번지 한라산골프장내,제주특별자치도,서귀포시,4465416.0,7571368.0,-41.0,121009295.0,104933419.0,16075876.0,202510,KFOOD,네이버카페,2025-10-01
석굴암,202510,네이버카페,1.0,,,,4.4,7620.0,불교사찰,35.7948755,129.3492072,경상북도 경주시 석굴로 238,경상북도,경주시,5318425.0,8374960.0,-36.5,101485963.0,97025213.0,4460750.0,202510,KFOOD,네이버카페,2025-10-01
창덕궁,202510,네이버카페,2.0,2.0,,1.0,4.6,13424.0,문화적 랜드마크,37.5794309,126.9910426,서울특별시 종로구 율곡로 99,서울특별시,종로구,12867438.0,25958870.0,-50.4,254629108.0,201386601.0,53242507.0,202510,KFOOD,네이버카페,2025-10-01
하남스타필드,202510,네이버카페,1.0,1.0,,1.0,4.3,18656.0,쇼핑몰,37.5454054,127.223858,경기도 하남시 미사대로 750 스타필드 하남 1층,경기도,하남시,5363106.0,9482543.0,-43.4,138532754.0,137371536.0,1161218.0,202510,KFOOD,네이버카페,2025-10-01
예술의전당,202510,네이버카페,1.0,1.0,,1.0,4.6,12031.0,아트 센터,37.4792903,127.0128613,서울특별시 서초구 남부순환로 2406,서울특별시,서초구,15582298.0,30964744.0,-49.7,498876565.0,440196972.0,58679593.0,202510,KFOOD,네이버카페,2025-10-01
덕수궁,202510,네이버카페,2.0,2.0,,1.0,4.6,19977.0,문화적 랜드마크,37.5658049,126.9751461,서울특별시 중구 세종대로 99,서울특별시,중구,12949212.0,27056911.0,-52.1,857072916.0,619078971.0,237993945.0,202510,KFOOD,네이버카페,2025-10-01
포항공대,202510,네이버카페,1.0,,,,4.7,298.0,공과대학교,36.0138857,129.3231836,경상북도 포항시 남구 청암로 77,경상북도,포항시,2858068.0,4944744.0,-42.2,38863122.0,38464042.0,399080.0,202510,KFOOD,네이버카페,2025-10-01
성수동,202510,네이버카페,10.0,,1.0,-1.0,4.5,32.0,관광 명소,37.5406846,127.0566319,서울특별시 성동구 성수동2가 315-4,서울특별시,성동구,6709258.0,12527332.0,-46.4,136690282.0,100933630.0,35756652.0,202510,KFOOD,네이버카페,2025-10-01
서울랜드,202510,네이버카페,1.0,1.0,,1.0,4.3,13846.0,놀이공원,37.4341563,127.0201267,경기도 과천시 막계동 70-4,경기도,과천시,2014842.0,4304068.0,-53.2,18109565.0,17539170.0,570395.0,202510,KFOOD,네이버카페,2025-10-01
감천문화마을,202510,네이버카페,5.0,5.0,,1.0,4.4,31252.0,관광 명소,35.0973904,129.0105924,부산광역시 사하구 감내2로 203,부산광역시,사하구,2429662.0,4099158.0,-40.7,26125229.0,24709327.0,1415902.0,202510,KFOOD,네이버카페,2025-10-01
코엑스몰,202510,네이버카페,9.0,,,,4.3,24364.0,쇼핑몰,37.5113686,127.0595931,서울특별시 영동대로 513,서울특별시,강남구,17875764.0,38310404.0,-53.3,746191911.0,504641004.0,241550907.0,202510,KFOOD,네이버카페,2025-10-01
충청남도청,202510,네이버카페,3.0,,3.0,-1.0,4.2,26.0,도청,36.4742105,126.7819505,충청남도 청양군 청양읍 청수리 산116-1,충청남도,청양군,498799.0,750890.0,-33.6,3725413.0,3717853.0,7560.0,202510,KFOOD,네이버카페,2025-10-01
동대문,202510,네이버카페,2.0,1.0,,1.0,4.4,7716.0,역사적 명소,37.5819561,127.054846,서울특별시 동대문구 전농동 141-189,서울특별시,동대문구,5080204.0,10017567.0,-49.3,93223105.0,88713277.0,4509828.0,202510,KFOOD,네이버카페,2025-10-01
강남,202510,네이버카페,58.0,6.0,5.0,0.2,4.1,601.0,관광 명소,37.4966645,127.0629804,서울특별시 강남구 남부순환로 2949-2,서울특별시,강남구,17875764.0,38310404.0,-53.3,746191911.0,504641004.0,241550907.0,202510,KFOOD,네이버카페,2025-10-01
서울관광재단,202510,뉴스,4.0,,,,4.9,13.0,재단,37.5685861,126.9871543,서울특별시 종로구 청계천로 85,서울특별시,종로구,12867438.0,25958870.0,-50.4,254629108.0,201386601.0,53242507.0,202510,KFOOD,뉴스,2025-10-01
서울대학교,202510,뉴스,8.0,2.0,,1.0,4.4,2054.0,공립대학교,37.4648267,126.9571988,서울특별시 관악구 관악로,서울특별시,관악구,5645840.0,11165056.0,-49.4,70730933.0,68858889.0,1872044.0,202510,KFOOD,뉴스,2025-10-01
서울드래곤시티,202510,뉴스,1.0,1.0,,1.0,4.3,4629.0,5성급 호텔,37.5319199,126.9624425,서울특별시 용산구 청파로20길 95 스카이킹덤 31F,서울특별시,용산구,10275024.0,19215434.0,-46.5,198570142.0,162194102.0,36376040.0,202510,KFOOD,뉴스,2025-10-01
서울숲공원,202510,뉴스,1.0,,,,4.6,10535.0,공원,37.5443878,127.0374424,서울특별시 성동구 성수동1가 678-1,서울특별시,성동구,6709258.0,12527332.0,-46.4,136690282.0,100933630.0,35756652.0,202510,KFOOD,뉴스,2025-10-01
서울공예박물관,202510,뉴스,1.0,1.0,,1.0,4.6,1219.0,박물관,37.5765,126.985,서울특별시 종로구 율곡로3길 4,서울특별시,종로구,12867438.0,25958870.0,-50.4,254629108.0,201386601.0,53242507.0,202510,KFOOD,뉴스,2025-10-01
서울광장,202510,뉴스,17.0,,2.0,-1.0,4.3,3405.0,공원,37.5655675,126.978014,서울특별시 중구 태평로2가 375,서울특별시,중구,12949212.0,27056911.0,-52.1,857072916.0,619078971.0,237993945.0,202510,KFOOD,뉴스,2025-10-01
서울랜드,202510,뉴스,1.0,,,,4.3,13846.0,놀이공원,37.4341563,127.0201267,경기도 과천시 막계동 70-4,경기도,과천시,2014842.0,4304068.0,-53.2,18109565.0,17539170.0,570395.0,202510,KFOOD,뉴스,2025-10-01
DDP 동대문디자인플라자,202510,뉴스,10.0,4.0,,1.0,4.3,30963.0,문화센터,37.5665256,127.0092236,서울특별시 중구 을지로 281,서울특별시,중구,12949212.0,27056911.0,-52.1,857072916.0,619078971.0,237993945.0,202510,KFOOD,뉴스,2025-10-01
서대문자연사박물관,202510,뉴스,1.0,1.0,,1.0,4.3,2978.0,자연사 박물관,37.576673,126.9374741,서울특별시 서대문구 연희동 141-52,서울특별시,서대문구,7344334.0,15233498.0,-51.8,87090672.0,75824657.0,11266015.0,202510,KFOOD,뉴스,2025-10-01
